JournalID	Journal_Name	ISSN	Publisher	Webpage
2737445289	QUT Law Review	2201-7275		
2737643508	Revista Eletrônica de Administração e Turismo	2316-5812		
2737867240	Avances en Ciencias e Ingeniería	0718-8706		
2737880603	Población y Salud en Mesoamérica	1659-0201		
2738004809	Journal of Philosophical Economics	1843-2298		
2738450862	M@GM@	1721-9809		
2738677470	Oeconomia Copernicana	2083-1277		
2739172281	Informação & Informação	1414-2139		
2739227927	Synergies Italie	1724-0700		
2739322940	Journal of Controversies in Biomedical Research	2205-5975		
2739438287	SaBios	1980-0002		
2751747590	Journal of the Indian Medical Association	0019-5847		
2754076503	Actualités odonto-stomatologiques	0001-7817		
2754351247	Radiologia diagnostica	0033-8354		
2755338415	Journal of the Egyptian Society of Parasitology	1110-0583		
2755531744	Il Giornale di chirurgia	0391-9005		
2755586257	Zentralblatt für Arbeitsmedizin und Arbeitsschutz	0044-4049		
2756480221	Deutsche Zeitschrift für Mund-, Kiefer- und Gesichts-Chirurgie	0343-3137		
2764344015	The Journal Of The Royal Anthropological Institute Of Great Britain And Ireland	0307-3114		
2764387193	Shandong Agricultural Sciences			
2764387623	Prescribers' journal	0032-7611		
2764388321	Fisheries and Aquaculture Journal	2150-3508		
2764391171	Scalable Computing: Practice and Experience	1895-1767		
2764410776	korean language education research	1225-8571		
2764414963	Journal of Huanbei Professional and Technical College			
2764417013	Visual arts research	0736-0770		
2764428351	Vestnik SGASU. Town Planning and Architecture			
2764430319	Library Philosophy and Practice	1522-0222		
2764448091	Current Issues in language and society	1352-0520		
2764451195	GAZDÃ LKODÃ S: Scientific Journal on Agricultural Economics			
2764458329	China Plant Protection			
2764463513	Sydney Studies in Religion	1444-5158		
2764471020	International Educational Scientific Research Journal	2455-295X		
2764480655	Higher Education of Social Science	1927-0232		
2764482513	Campus Activities Programming	0746-2328		
2764486497	The APPEA Journal	2206-8996		
2764494835	Journal of Agricultural Research of China	0376-477X		
2764497561	Rivista Internazionale de Economia dei Trasporti			
2764503547	Chinese journal of construction machinery			
2764515021	Indian linguistics	0378-0759		
2764522905	Journal of health and human behavior			
2764533583	Japanese journal of diagnostic pathology			
2764543216	Healthcare Traveler	1077-5676		
2764543286	Australasian Musculoskeletal Medicine	1324-5627		
2764553470	Teachers and Curriculum	1174-2208		
2764555454	American Journal of Microbiological Research	2328-4137		
2764571765	Hunan Agricultural Machinery			
2764583368	Diagnostic and interventional imaging	2211-5684		
2764613038	Food and Fermentation Industries	0253-990X		
2764614552	Scientific Journal of Review	2322-2433		
2764640324	Geomatics World	1567-5882		
2764670803	Construction Conserves Energy			
2764672290	Journal of Fuyang Teachers College Natural Sciences			
2764681468	Animal Science Reporter	0974-6307		
2764690190	China Brewing			
2764695740	Journal of Dharma: Dharmaram Journal of Religions and Philosophies			
2764703366	Journal of China Academy of Electronics and Information Technology			
2764703567	Business Valuation Review			
2764714012	Egyptian Journal of Bronchology			
2764721955	Cerebrovascular Diseases Extra	1664-5456		
2764727447	Water Wheel	0258-2244		
2764731901	Advances in horticultural science	0394-6169		
2764744400	Australian Journal of Telecommunications and the Digital Economy	2203-1693		
2764750966	Keio economic studies	0022-9709		
2764752770	Early China	0362-5028		
2764753924	Education research and perspectives	0311-2543		
2764778298	Gynecology and Minimally Invasive Therapy	2213-3070		
2764782835	Geology, Geophysics and Environment	2299-8004		
2764785897	Journal of Statistical Sciences			
2764791743	Taikai Program Yoshisyu of the Environmental Mutagen Society of Japan			
2764811055	Annals of the Medical Section of the Polish Academy of Sciences	0048-4733		
2764832999	Scientific Investigations Report	2328-0328		
2764848501	Journal of Hainan Normal University			
2764873157	Bulletin of the Centre for Asia Minor Studies			
2764875035	Journal of Entrepreneurship and Public Policy	2045-2101		
2764877554	Yin Shan Acadimic Journal			
2764881039	Teacher Education Quarterly	0737-5328		
2764893901	Wetland Science	1672-5948		
2764904070	Primary Science			
2764920382	Journal of Pearldent	0976-0180		
2764921511	INROADS- An International Journal of Jaipur National University	2277-4904		
2764934374	Journal of Agricultural Sciences, Belgrade	1450-8109		
2764936554	Journal of Chengdu Teachers College			
2764951945	Bulletin of the British Association for American Studies	0524-5001		
2764987238	International journal of employment studies	1039-6993		
2764993212	The Bulletin of the Australian Institute for Maritime Archaeology			
2765002422	Practical Journal of Clinical Medicne			
2765008106	Telecommunications for Electric Power System			
2765009870	Avery's Diseases of the Newborn			
2765019253	Journal of Mudanjiang Teachers College			
2765035944	Chinese Journal of Indusreial Hygiene and Dccupational Diseases			
2765036204	Journal of Sleep Disorders: Treatment and Care	2325-9639		
2765043426	Art Therapy: Journal of the American Art Therapy Association			
2765043956	pertanika journal of science and technology	0128-7680		
2765056054	WIT Transactions on Biomedicine and Health	1743-3525		
2765058540	Philippine Humanities Review			
2947334459	Journal of the Society of Naval Architects of Japan	0514-8499	The Japan Society of Naval Architects and Ocean Engineers	www.jasnaoe.or.jp/en/
3165397051	Fixed Point Theory and Algorithms for Sciences and Engineering	2730-5422	SpringerOpen	https://fixedpointtheoryandapplications.springeropen.com
3376144	Boundary 2-an International Journal of Literature and Culture			
6894821	Journal of Place Management and Development	1753-8335		
9533193	Translation & Interpreting	1836-9324		http://www.trans-int.org/
9982575	Journal of Nuclear Energy. Part A. Reactor Science	0368-3265		
10084985	Journal of Forensic Psychology Practice	1522-8932		
13107535	IEEE Transactions on Components and Packaging Technologies	1521-3331		
19659266	International Research in Geographical and Environmental Education	1038-2046		
19676759	The Open Magnetic Resonance Journal	1874-7698		
21763754	Nuclear Physics News	1061-9127		
22683480	The Journal of The Korean Orthopaedic Association			
23405496	Building Science	0007-3628		
23559385	Plasma Physics	0032-1028		
27139232	Sinn Und Form	0037-5756		
34720450	Canadian Journal of Plant Science	0008-4220		
36275936	Croatica Chemica Acta	0011-1643		
40206742	Solid State Sciences	1293-2558		
40882517	Life of Telford			
40941261	Journal of Psychology and Judaism	0700-9801		
41786310	Asian Journal of Animal and Veterinary Advances	1683-9919		
46443534	Iran	0578-6967		
47042973	Cambridge Quarterly of Healthcare Ethics	0963-1801		http://journals.cambridge.org/action/displayJournal?jid=CQH
49878492	Diabetes Care	0149-5992		http://care.diabetesjournals.org/
51651297	Polish Journal of Pharmacology			
57210028	Canadian Mathematical Bulletin			http://www.cms.math.ca/cmb/
60306111	Computational & Applied Mathematics	0101-8205		
61805644	Annals of Saudi Medicine	0256-4947		http://www.annsaudimed.net/
67326217	Russian Journal of Nondestructive Testing	1061-8309		
73951395	Chinese Journal of Geophysics-chinese Edition			
75322503	Smithsonian	0037-7333		
75568645	International Journal of Applied Ceramic Technology	1546-542X		
79215914	International Journal of Early Years Education	0966-9760		
79617935	Mechanical Engineering	0025-6501		
83616544	Social Justice Research	0885-7466		
84214272	Geometric and Functional Analysis	1016-443X		http://www.springer.com/birkhauser/mathematics/journal/39
86687853	Arq (santiago)			
87123477	Ceas Space Journal	1868-2502		
88000251	Environmental Hazards	1878-0059		
89452420	Mathematical Methods in The Applied Sciences	0170-4214		
94143776	Annales Umcs, Medicina Veterinaria			
98348390	Archiv für das Studium der neueren Sprachen und Literaturen	0003-8970		http://www.ARCHIVdigital.info
98781016	International Journal of Electronic Democracy	1742-4232		
98834204	Nursing Forum	0029-6473		
99574856	Journal of Genetic Counseling	1059-7700		
102320310	Journal of Information, Communication and Ethics in Society	1477-996X		
107469482	Ethnomusicology	1092-7336		
109437397	Rbm-news			
111084217	Environmental Archaeology	1461-4103		
114222811	Russian Journal of Biological Invasions	2075-1117		
116380431	European Journal of Immunogenetics	0960-7420		
118511448	Neurocirugia	0047-9411		
120235220	Journal of Phase Equilibria	1054-9714		
120838645	The Open Oceanography Journal			
122042528	Pediatric Cardiology	0172-0643		
122199241	Software - Practice and Experience	0038-0644		
124026647	Philosophical Investigations	0190-0536		
124867825	Phlebology	0268-3555		http://phl.sagepub.com/
125532093	Review of Market Integration	0974-9292		
125607027	Papeles De Poblacion	1405-7425		
125615467	Frontline Gastroenterology	2041-4137		
134592288	Journal of Oil Palm Research	1511-2780		http://jopr.mpob.gov.my/
139355456	Srx Geosciences			
144845167	Minimally Invasive Therapy & Allied Technologies	1364-5706		
151747869	Journal of Food Process Engineering	0145-8876		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4530
154879107	Rice Science	1672-6308		
155575560	Informs Transactions on Education			
159612214	Research in Social Stratification and Mobility	0276-5624		
160634688	Archaeological and Anthropological Sciences	1866-9557		
166666622	Psyche: A Journal of Entomology			
167602672	Journal of Circuits, Systems, and Computers	0218-1266		http://www.worldscinet.com/jcsc/jcsc.shtml
168253193	Seminars in Neonatology	1084-2756		
169030477	Biologia	0006-3096		http://biosoc.pk/biologia
169796346	World Review of Intermodal Transportation Research	1749-4729		
170036492	Plant Cell and Environment	0140-7791		
170929597	Journal of Materials Engineering	1001-4381		
172113453	Journal of Molecular Histology	1567-2379		
172728280	Journalism & Communication Monographs	1522-6379		http://jmo.sagepub.com/
177487720	Peer-to-peer Networking and Applications	1936-6442		
177502829	Journal of Comparative Pathology	0021-9975		
180011075	Progress in Agricultural Engineering Sciences	1786-335X		
184821498	Journal of Communications	1796-2021		
185035959	Memo – Magazine of European Medical Oncology	1865-5041		http://www.springer.com/springerwiennewyork/medicine/journal/12254
185046733	Physiologia Plantarum	0031-9317		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-3054
196384270	Organic Geochemistry	0146-6380		http://www.journals.elsevier.com/organic-geochemistry/
198322166	National History			
201183278	Journal of Non-Equilibrium Thermodynamics	0340-0204		http://www.degruyter.com/view/j/jnet
201495579	Enterprise and Innovation Management Studies	1463-2446		
203463750	Scandinavian Audiology	0105-0397		
205775358	The Journal of Clinical Endocrinology and Metabolism	0021-972X		http://jcem.endojournals.org/
949112287	Equine Athlete	1047-8620		
950459340	Nuova Rivista Musicale Italiana	0029-6228		
971612501	Journal of Basic and Applied Physics	2304-9332		
2481075178	Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia			
2595046656	arXiv: Soft Condensed Matter			
2596909297	Frontiers in Nutrition	2296-861X		
2597393222	arXiv: Trading and Market Microstructure			
2736323578	Yükseköğretim ve Bilim Dergisi			
2737026022	Revista da Faculdade de Educação	0102-2555		
2737068574	Revista Gestão em Análise	1984-7297		
2737295687	Nordic Journal of Digital Literacy	1891-943X		
2738120176	Revista Raega: O Espaço Geográfico em Análise	1516-4136		
2738142490	Zaporožskij Medicinskij Žurnal	2306-4145		
2738150795	Journal of Agriculture and Food Sciences	1597-1074		
2738280394	Quanta	1314-7374		
2738282854	Ateliê Geográfico	1982-1956		
2738289022	Scandinavian Journal of Forensic Science	1503-9552		
2738342382	Pneumonologia i Alergologia Polska	0867-7077		
2738440868	Earth Perspectives -- Transdisciplinarity Enabled			
2738567394	Surgical Case Reports	2198-7793	SpringerOpen	https://surgicalcasereports.springeropen.com
2738849237	Revista Brasileira de Estudos da Presença	2237-2660		
2739158922	Opuntia Brava	2222-081X		
2739328709	Geo-Image Journal	2252-6285		
2754442950	Molekuliarnaia genetika, mikrobiologiia i virusologiia	0208-0613		
2754447418	Current topics in behavioral neurosciences	1866-3370		
2754623311	Laboratory animal care	0094-5331		
2754767662	Archives de l'Institut Pasteur de Tunis	0020-2509		
2754882933	Japanese journal of psychopharmacology	1340-2544		
2755333248	Maryland medicine	1538-2656		
2755457457	Magyar nöorvosok lapja	0025-021X		
2755827690	Journal of intravenous nursing	0896-5846		
2756244323	British journal of experimental pathology	0007-1021		
2756444161	Maandschrift voor kindergeneeskunde	0024-869X		
2764350515	Medical Equipment Journal			
2764367148	Read and Write Periodical			
2764373446	Modern Diagnosis and Treatment			
2764395898	Science of Surveying and Mapping			
2764399569	Industrial Furnace	0019-8374		
2764400691	Sai Om Journal of Arts & Education: A Peer Reviewed International Journal			
2764401792	European Journal of Social Sciences Education and Research	2312-8429		
2764423161	journal of sciences islamic republic of iran	1016-1104		
2764423983	Chinese Journal of Veterinary Drug			
2764459715	Studies on Arabic language and Literature			
2764499802	Journal of Applied Linguistics and Language Research	2376-760X		
2764502912	International Journal of Plant Protection	0974-2670		
2764514662	Journal of Dongbei University of Finance and Economics			
2764517347	The American journal of orthopedics	1078-4519		
2764520300	The Journal of fire & flammability	0022-1104		
2764520959	Scientific Bulletin – Economic Sciences			
2764531151	Pacific studies	0275-3596		
2764536070	Enrollment and Examination in Hubei			
2764541371	MAKARA of Science Series			
2764542101	ICR annual report	1342-0321		
2764548676	The North Central Association Quarterly	0029-2648		
2764553221	IFC Bulletins chapters			
2764553894	The Medical Journal of The Islamic Republic of Iran			
2764554488	Journal of Changsha Communications University			
2764563649	Frontiers of medical and biological engineering : the international journal of the Japan Society of Medical Electronics and Biological Engineering	0921-3775		
2764565571	Receptors and clinical investigation	2330-0558		
2764572307	Annals of Gastroenterology	1108-7471		
2764575453	Journal of Academic Language and Learning	1835-5196		
2764581205	Journal of the Shanghai Agricultural College			
2764616658	Henan Chemical Industry			
2764624118	International Journal of Economics and Empirical Research			
2764627845	Annals of the International Communication Association			
2764633882	American Journal of Applied Mathematics	2330-0043		
2764640937	Journal of Zhejiang Normal University			
2764645559	Journal of Automation and Control Engineering	2301-3702		
2764655676	International Journal of Entomology Research			
2764664041	Computer Technology and Development			
2764690158	Indonesian Journal of Electronics and Instrumentation Systems			
2764692436	Dhaka University Journal of Biological Sciences	1021-2787		
2764707392	Jurnal Pengurusan UKM Journal of Management			
2764727787	Modern medicine of Asia	0377-1504		
2764736068	TRRL RESEARCH REPORT	0266-5247		
2764742998	Polymer preprints			
2764746420	Japanese journal of alcohol studies & drug dependence			
2764765116	International journal of biochemistry and molecular biology	2152-4114		
2764773166	National medical-legal journal	1052-309X		
2764777209	Journal of the Construction Division and Management	0733-9364		
2764788434	Advances in Asian Social Science	2167-6429		
2764795639	American Journal of Mathematical and Management Sciences	0196-6324		
2764824366	Postgraduate journal of aesthetics			
2764825087	Mobile genetic elements	2159-2543		
2764839827	Molecular and Cellular Oncology	2372-3556		
2764852000	Applied Econometrics	1993-7601		
2764856153	Kragujevac journal of mathematics	1450-9628		
2764863161	Academic exchange quarterly	1096-1453		
2764875938	International journal of food, agriculture and environment			
2764918767	Speciality chemicals	0262-2262		
2764924460	Progress in Plant Protection	1427-4337		
2764948674	International Journal of Sustainable Economies Management			
2764950290	International Journal of Health Research	1596-9819		
2764953309	The conservator	0140-0096		
2764962102	North Carolina Banking Institute			
2764968390	Asian Journal of Pharmaceutical and Clinical Research	0974-2441		
2764971971	Keldysh Institute Preprints			
2764973676	Equity and Choice	0882-3863		
2764976431	Journal of Chinese Electron Microscopy Society	1000-6281		
2765017008	International Journal of Current Microbiology and Applied Sciences	2319-7692		
2765030959	Diponegoro Law Journal			
2765037472	ONA journal	0098-4337		
2765038052	Guangxi Agricultural Sciences	1002-8161		
2765045028	Chapman Law Review			
2765045805	Journal of Heilongjiang Institute of Science and Technology			
2765049971	Journal of Leisurability	0711-222X		
2765077926	Journal of hydroscience and hydraulic engineering	0912-2508		
2884812390	Jurnal Teknologi dan Sistem Komputer	2338-0403		https://jtsiskom.undip.ac.id/
2898171692	Animal Behaviour Monographs	0066-1856		https://www.sciencedirect.com/journal/animal-behaviour-monographs
2898239956	International Medical Review on Down Syndrome	2171-9748		https://www.sciencedirect.com/journal/international-medical-review-on-down-syndrome
3035119477	International Journal of Quality Innovation	2363-7021		https://jqualityinnovation.springeropen.com
3689565	Journal of Biochemical and Biophysical Methods	0165-022X		
4173319	Southeastern Europe	0094-4467		
4342012	International Journal of Biodiversity Science & Management	1745-1590		
5303612	AORN Journal	0001-2092		http://www.aornjournal.org/home
7020383	Communications of The Ais			
7914119	Journal of Sugarbeet Research			
8547227	Faraday Symposia of The Chemical Society			
13068289	Cultural Diversity & Ethnic Minority Psychology	1099-9809		
19816070	Progress in Palliative Care	0969-9260		
20426788	Scientiae Studia	1678-3166		
21009921	Journal of Molecular Catalysis B-enzymatic	1381-1177		
25615441	Robot	0387-1940		
33806184	Hungarian Medical Journal			
40455974	Advances in Cell Aging and Gerontology	1566-3124		
40896584	Nafo Scientific Council Studies	0250-6432		
44484883	Biometrische Zeitschrift	0006-3452		
46183740	The International Journal of Leadership in Public Services	1747-9886		
47258822	Environmental Justice	1937-5174		
50592265	Social Science & Medicine. Part A: Medical Psychology & Medical Sociology	0271-7123		
50974212	Geografiska Annaler	1651-3215		http://ssag.se/english/publications/
51357066	Journal of Waterway Port Coastal and Ocean Engineering-asce			
53334490	Chinese Journal of Mechanical Engineering	1000-9345		
55069968	International Political Sociology	1749-5679		http://www.wiley.com/bw/journal.asp?ref=1749-5679
58136343	Current Zoology	1674-5507		
58418896	Governance-an International Journal of Policy Administration and Institutions			
58716519	Plant Ecology	1385-0237		http://www.springer.com/life+sciences/plant+sciences/journal/11258
59157177	Annales Francaises D Anesthesie Et De Reanimation	0750-7658		
61090509	Journal of Environmental Systems	0047-2433		
63426333	Wilmott Journal	1759-636X		
65503661	International Journal of Human Genetics	0972-3757		
67345041	Athletic Training & Sports Health Care	1942-5864		
67864239	Journal of Chemical Documentation	0021-9576		
67905653	Journal of Chiropractic Medicine	1556-3707		
71199174	Applied and Computational Harmonic Analysis	1063-5203		
71887004	Immunotherapy	1750-743X		
73268720	Ambulatory Pediatrics	1530-1567		
74998426	International Journal of Robotics & Automation	0826-8185		
75938328	Algebras and Representation Theory	1386-923X		
75976234	Nature Clinical Practice Gastroenterology & Hepatology	1743-4378		
76402209	Spe Production & Facilities			
76665588	International Journal of Web-based Learning and Teaching Technologies	1548-1093		
77982872	Techniques in The Behavioral and Neural Sciences			
78190159	International Journal of Neuroscience	0020-7454		http://informahealthcare.com/loi/nes
78843499	Coastal Management	0892-0753		
81625862	British Journal of Psychotherapy	0265-9883		
82364619	Think	1477-1756		http://journals.cambridge.org/action/displayJournal?jid=THI
88545351	Journal of Trace Elements in Experimental Medicine	0896-548X		
89011650	Dermatology and Psychosomatics \/ Dermatologie Und Psychosomatik			
92651206	Current Diabetes Reports	1534-4827		
93990902	Czech Journal of Genetics and Plant Breeding	1212-1975		
94414036	Canadian Geographer	0008-3658		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0064
96346590	Expert Review of Proteomics	1478-9450		
98355519	Poetics	0304-422X		
104993962	American Journal of Dance Therapy	0146-3721		
106713273	International Journal on Interactive Design and Manufacturing (ijidem)			
107964287	Seeing and Perceiving	1878-4755		
109720773	Journal of Hydrologic Engineering	1084-0699		http://scitation.aip.org/heo
115724853	Läkartidningen	0023-7205		http://www.lakartidningen.se/
118119762	Quaderni	0987-1381		
120286421	Annals of Cardiac Anaesthesia	0971-9784		http://www.annals.in/
123288148	Polymers	2073-4360		
125861851	Spanish Journal of Agricultural Research	1695-971X		
128740003	International Journal of Thermal Sciences	1290-0729		
134228058	Frontiers of Computer Science	1673-7350		
137131389	Journal of Flow Visualization and Image Processing	1065-3090		
137517129	Journal of General Plant Pathology	1345-2630		
147001222	Ire Transactions on Broadcast Transmission Systems			
150619359	Acta Analysis Functionalis Applicata			
153445177	Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science	1942-5120		
156498152	Advances in Human-computer Interaction	1687-5893		
157149973	Cardiovascular Radiation Medicine	1522-1865		
165737885	Journal of The South African Institution of Civil Engineering	1021-2019		
166292243	Current Cardiology Reviews	1573-403X		
166774750	Scientific Programming	1058-9244		
167033782	Biotechnic & Histochemistry	1052-0295		http://www.tandfonline.com/ibih
173177581	International Journal of Accounting and Finance	1752-8224		
175759345	Economic Development Quarterly	0891-2424		http://edq.sagepub.com/
177196338	Macromolecules	0024-9297		http://pubs.acs.org/journal/mamobx
178451868	European Journal of Nutrition			
179611791	Erwerbs-obstbau			
180085618	Annals of General Hospital Psychiatry	1475-2832		
182167790	Surgical Infections	1096-2964		
182684625	Journal of Victorian Culture	1355-5502		http://tandfonline.com/rjvc
188363740	Glycobiology	0959-6658		http://glycob.oxfordjournals.org/
189671064	Journal of Clinical Apheresis	0733-2459		
190894130	Journal of Social Distress and The Homeless	1053-0789		
194559896	Electronic News	1931-2431		
197698500	Green Chemistry Letters and Reviews	1751-7192		
199155496	Revue Internationale De Soins Palliatifs			
204516196	Finance & Bien Commun	2034-6824		
925225069	Finite Fields and Their Applications	1071-5797		
980367387	Canadian Journal of Netherlandic Studies	0225-0500		http://www.caans-acaen.ca/Journal/index.html
1023193491	Zeitschrift Fur Klinische Psychologie Psychiatrie Und Psychotherapie			
1025735310	Nonprofit Business Advisor	1531-5428		
1038286569	Check List	1809-127X		https://biotaxa.org/CL
2595842050	arXiv: Atmospheric and Oceanic Physics			
2736788736	Revista de Estudios Internacionales Mediterráneos	1887-4460		
2736995354	Analecta Política	2027-7458		
2737031286	Qualitative Research in Education	2014-6418		
2737193297	Al-Ahkam	0854-4603		
2737371552	Journal of Marine and Aquatic Sciences	2302-8114		
2737385128	Nativa	2318-7670		
2737386931	Revija za Elementarno Izobraževanje	1855-4431		
2737690425	ACME	0001-494X		
2737896548	Clínica y Salud. Investigación Empírica en Psicología			
2738139269	Identidades	2250-5369		
2738819186	Revista de Sociologia e Política	0104-4478		
2738888620	Journal of Research on Trade, Management and Economic Development	2345-1424		
2739380650	Revista Produção Online	1676-1901		
2751447498	Journal of the Medical Association of Thailand Chotmaihet thangphaet			
2754487975	Minerva nefrologica	0026-4873		
2754669016	Rivista di ostetricia e ginecologia	0394-977X		
2754685778	Fortschritte der Neurologie, Psychiatrie, und ihrer Grenzgebiete	0015-8194		
2755203950	Nursing homes	0029-649X		
2755452707	Jornal do médico	0021-7573		
2755639995	Stanford medical bulletin	0376-2602		
2756235944	Advances in pharmacology (San Diego)			
2756405829	Illinois dental journal	0019-1973		
2764357682	Home Energy	0896-9442		
2764363478	National Research Council, Aeronautical Report LR			
2764368461	Emergency Services SA			
2764375788	International journal of critical illness and injury science	2229-5151		
2764387939	Machines production	0047-536X		
2764394040	Hospital Administration Journal of Pla			
2764421218	Register Journal	1979-8903		
2764425042	Shandong Journal of Traditional Chinese Medicine			
2764435035	Object Magazine archive			
2764447098	Journal of Zhejiang Textile & Fashion Vocational College			
2764455880	Journal of Faculty Pharmacy of Istanbul University	0367-7524		
2764456297	Journal of Global Economics	2375-4389		
2764465558	Global Business Languages			
2764480060	Advances in Aging Research	2169-0499		
2764485365	Community College Journal	1067-1803		
2764487914	Electronic physician	2008-5842		
2764491866	Korean Journal of Hepato-Biliary-Pancreatic Surgery	1738-6349		
2764504477	International Journal of Multifaceted and Multilingual Studies	2350-0476		
2764517189	The Journal of Association of Chest Physicians	2320-8775		
2764517585	Podium Sport, Leisure and Tourism Review	2316-932X		
2764531373	Southeastern Archaeology	0734-578X		
2764548992	Journal of electromagnetic engineering and science	2234-8409		
2764558954	The Journal of Information Technology Theory and Application			
2764564469	International Journal of Cardiovascular Research	2324-8602		
2764565682	Uttar Pradesh Journal of Zoology	0256-971X		
2764568947	China Cancer			
2764569465	The journal of the Institute of Electrical Engineers of Japan			
2764578802	Indian Shipping	0970-4299		
2764587926	Insecta Matsumurana	0020-1804		
2764603409	Canadian Journal of Psychoanalysis	1195-3330		
2764611727	Integrative medicine research	2213-4220		
2764618091	Narodna umjetnost: Croatian Journal of Ethnology and Folklore Research	0547-2504		
2764622138	Computer applications in water resources			
2764622764	Journal of Electrical & Electronic Education			
2764632429	Journal of Wuhan University of Science and Engineering			
2764643860	Dental medicine research	1882-0719		
2764659178	Jilin Medical Journal	1004-0412		
2764661088	Advanced Ceramic Materials	0883-5551		
2764667610	Geographical Education Magazine			
2764692577	Current protocols in mouse biology	2161-2617		
2764697050	Theoretical & Applied Science			
2764699957	China Journal of Oral and Maxillofacial Surgery			
2764702973	African Journal of Pure and Applied Chemistry	1996-0840		
2764703039	Vestnik of Vitebsk State Medical University			
2764721498	Guangxi Forestry Science			
2764721867	International Journal of Clinical & Medical Imaging			
2764734955	Infrared and Laser Engineering	1007-2276		
2764736688	Water resources engineering			
2764748404	Marine Forecasts			
2764751746	Islam and Civilisational Renewal	1394-0937		
2764754129	South Asian Journal of Marketing and Management Research	2249-877X		
2764756341	Journal of Xiangfan University			
2764781237	Mosquito systematics	0091-3669		
2764785419	Journal of Spine & Neurosurgery	2325-9701		
2764793635	Journal of Nanomedicine & Nanotechnology	2157-7439		
2764794032	Machine Tool Electric Apparatus			
2764801232	Journal of Health Care and Medicine in Chinese PLA			
2764812563	eTopoi. Journal for Ancient Studies	2192-2608		
2764829176	Journal of coastal life medicine	2309-5288		
2764840137	Chinese Journal of CT and MRI			
2764844266	Journal of Disability and Religion	2331-2521		
2764850023	Journal of research and development in education	0022-426X		
2764867666	IIMS Journal of Management Science	0976-030X		
2764881863	The Journal of the Nautical Society of Japan	0466-6607		
2764883670	Electric Drive			
2764885469	Sustainability science : official journal of the Integrated Research System for Sustainability Science	1862-4057		
2764897135	International Journal of Economics, Management and Accounting	1394-7680		
2764914966	The Niigata Journal of Health and Welfare	1346-8782		
2764922521	Radiography today	0954-8211		
2764925558	Industry and higher education	0950-4222		
2764929655	Contemporary Record			
2764931430	Japan Geoscience Union			
2764937166	Japanese journal of applied physics : JJAP			
2764959905	Austrian Journal of Humanities and Social Sciences	2310-5593		
2764968450	Journal of Kufa for Mathematics and Computer			
2764979976	The Journal of medieval Latin	0778-9750		
2764988260	Official Journal of the Japanese Teratology Society	0037-2285		
2764992092	The Normal Lights	1656-4413		
2764994983	Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria	0794-859X		
2765013672	Hebei Metallurgy			
2765019855	Collected works on cardio-pulmonary disease	0069-5319		
2765032625	Journal of Rare Cardiovascular Diseases	2300-5505		
2765036599	Journal of Geography, Environment and Earth Science International	2454-7352		
2765041139	The Dental record			
2765054072	Gwent local history			
2765063382	Journal of KIISE:Information Networking	1229-7720		
2765071491	Russian entomological journal	0132-8069		
2765072260	Pure and Applied Physics	0079-8193		
2765075764	International Journal of Complementary and Alternative Medicine			
2898242091	Journal of Business Venturing Insights	2352-6734		https://www.journals.elsevier.com/journal-of-business-venturing-insights
2898290686	Solid Earth Sciences	2451-912X		https://www.journals.elsevier.com/solid-earth-sciences
2898421166	Revue Générale de Thermique	0035-3159		https://www.sciencedirect.com/journal/revue-generale-de-thermique
2898445226	Journal of the American College of Clinical Wound Specialists	2213-5103		http://www.jaccws.org
2898501196	Sustainable Materials and Technologies	2214-9929		https://www.journals.elsevier.com/sustainable-materials-and-technologies
2898593550	Petroleum	2405-5816		http://www.keaipublishing.com/en/journals/petlm/
2005454	Repertorium Novarum Specierum Regni Vegetabilis			
7729845	American Quarterly	0003-0678		http://www.americanquarterly.org/
13415641	Hiv Clinical Trials	1528-4336		
21554650	Psychological Medicine. Monograph Supplement	0264-1801		
22124671	Hamline Journal of Public Law and Policy	0736-1033		
24923936	Jpc-journal of Planar Chromatography-modern Tlc			
25370267	Journal of Policy Analysis and Management	0276-8739		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6688
27810338	Iii-vs Review	0961-1290		
32326811	The Journal of Supercomputing	0920-8542		http://www.springer.com/computer/programming/journal/11227
32543897	Chromatographic Reviews	0009-5907		
32891969	Journal of Entomology	1812-5670		
33269604	International Journal of Intelligence and Counterintelligence	0885-0607		
33368595	International Journal of Approximate Reasoning	0888-613X		
34269166	Journal of Biorheology	1867-0466		
47246245	Bulletin of Science, Technology & Society	0270-4676		http://bst.sagepub.com/
48697825	International Journal of Instructional Technology and Distance Learning	1550-6908		
49415658	Applied Magnetic Resonance	0937-9347		
50596423	Natural Gas	0743-5665		
51596929	Molecular Therapy	1525-0016		
54215592	International Journal of Sport Nutrition and Exercise Metabolism	1526-484X		http://hk.humankinetics.com/IJSNEM/journalAbout.cfm
57525425	Journal of Functional and Logic Programming	1080-5230		
